gene,logFC,PValue,FDR
Ccny,0.0784226799606565,0.502051666815743,1
Ccnyl1,-0.0041609513879336,0.976517452945444,1
Ccp110,-0.261683588174258,0.0589715988098429,1
Ccpg1,-0.0743156362788337,0.647352230431463,1
Ccpg1os,0.153119305872597,0.647930721898922,1
Ccr1,0.206258602392043,0.711557725576134,1
Ccr10,-0.173805180170488,0.857056560899188,1
Ccr2,-0.173137446353744,0.750994336459499,1
Ccr5,-0.362695131384859,0.390660119131002,1
Ccr7,0.746585783705183,0.276341795648658,1
Ccrl2,0.234676582924183,0.854502403605248,1
Ccs,-0.00373654335170149,0.981721580558394,1
Ccsap,0.136716412755562,0.610891806525815,1
Ccser1,-0.133286003193177,0.62289205342845,1
Ccser2,-0.214367261814584,0.124581294890691,1
Cct2,0.0861519495904285,0.489342023492997,1
Cct3,0.112667729910861,0.426760332050921,1
Cct4,0.124830477803798,0.352844050581228,1
Cct5,0.126046792066176,0.325739871446196,1
Cct6b,0.175854341104249,0.793454244871331,1
Cct7,0.192128147817791,0.0972523862905972,1
Cct8,0.0800557332377719,0.566417416513676,1
Ccz1,0.200757769628418,0.0576084739090143,1
Cd109,-0.258541286702026,0.32261551710288,1
Cd14,0.313329821046124,0.514898656277523,1
Cd151,0.0492877221060685,0.78552879850499,1
Cd160,-0.338878796202879,0.789555672993484,1
Cd164,0.00353679004029085,0.974097542897335,1
Cd164l2,0.0568110027379042,0.887835852002189,1
Cd177,0.575988314889076,0.610655250686322,1
Cd180,-0.382134277728881,0.467785087274813,1
Cd1d1,0.00426210807186507,0.985228933052715,1
Cd1d2,-0.024839967507046,0.961189288845789,1
Cd200,0.161230387923568,0.587122628502049,1
Cd200r1,0.280850193814244,0.664350998345791,1
Cd247,0.141647060625749,0.794574784164396,1
Cd248,-0.0504026823440483,0.85407829419354,1
Cd24a,-0.0682155868501397,0.718294444846564,1
Cd27,-0.530822825635463,0.334974228210958,1
Cd274,0.368777856977582,0.463539345510342,1
Cd276,0.0375703008900267,0.809730937423677,1
Cd28,0.818481154499615,0.437614297584921,1
Cd2ap,-0.0377213617797722,0.758368397554728,1
Cd2bp2,0.0668137290272224,0.506691719981727,1
Cd300a,-0.222442950891467,0.600957526346554,1
Cd300e,0.36661167336367,0.480913396115102,1
Cd300lf,0.83264967092611,0.604080601480642,1
Cd300lg,0.787578406041299,0.694531016893048,1
Cd300lh,-0.908903371999219,0.219231292551549,1
Cd302,0.0732406387823964,0.680531849662947,1
Cd320,0.0478747662225041,0.793167912980461,1
Cd33,0.126313645968857,0.779871967206905,1
Cd34,0.0897468544309396,0.749561758790962,1
Cd36,0.244278544292566,0.500983322208262,1
Cd37,0.0577066808920645,0.932755003647908,1
Cd38,-0.105157801236771,0.788352091830512,1
Cd3eap,0.10682106507927,0.386060910226558,1
Cd3g,0.0308408243930751,1,1
Cd4,-0.132832082662346,0.88422229252998,1
Cd40,-0.231149448781681,0.653187726724465,1
Cd44,0.294896754411891,0.539888746970151,1
Cd46,-0.0036914908801506,0.995858261983991,1
Cd47,0.00116649725959021,0.994982495149744,1
Cd48,-1.36658462311924,0.0186070225929943,1
Cd5,0.278310325769621,0.533139106341741,1
Cd52,-0.44639793199671,0.30892317566184,1
Cd53,-0.15543817346649,0.729041806875178,1
Cd55,-0.0849390086928596,0.807945394198667,1
Cd59a,0.0174308350081249,0.944059232326567,1
Cd59b,-0.127688873643003,0.771615832842878,1
Cd63,0.175703807713064,0.161489840656297,1
Cd68,0.327275885425009,0.306061872212753,1
Cd7,0.887224538880972,0.146339492499138,1
Cd72,-0.0295391114822169,0.968720567752697,1
Cd74,-0.0301752319760743,0.937949067263071,1
Cd79a,-1.40951089817082,0.16143806769224,1
Cd79b,0.405705713983185,0.402676460774845,1
Cd80,0.529374117877251,0.650365122854428,1
Cd81,0.036966037853589,0.804240223359285,1
Cd82,0.111515757929595,0.603359005640506,1
Cd83,0.158940499194292,0.61810901716693,1
Cd84,-0.0257263083094531,0.974502413155478,1
Cd86,-0.743161712904479,0.18203564844084,1
Cd9,0.235504353546945,0.0866506917540014,1
Cd93,-0.0365599149074847,0.935064998812827,1
Cd99l2,-0.0521189431025461,0.721547896307133,1
Cda,-0.0749118855669288,0.887822029420716,1
Cdadc1,-0.255702839106111,0.1148932630374,1
Cdan1,-0.279360780320404,0.0488211176081422,1
Cdc123,0.0197190084025703,0.88551821680582,1
Cdc14a,-0.0209061653966621,0.888570791255073,1
Cdc14b,-0.0370975676198951,0.783326656492351,1
Cdc16,0.156975725741899,0.137708488559929,1
Cdc20,0.0654393915448825,0.538354208062066,1
Cdc23,0.105842127338231,0.293476098122991,1
Cdc25a,0.0158290427382415,0.881148522128397,1
Cdc25b,0.15389718771386,0.284665298832672,1
Cdc25c,-0.00332754427907867,0.983603366791615,1
Cdc26,0.105513868152879,0.401263785517925,1
Cdc27,-0.11400707359725,0.274729208615455,1
Cdc34,0.158128283009256,0.250323840314888,1
Cdc34b,-1.2433017221872,0.322383692400478,1
Cdc37,0.136504843751504,0.194415678273471,1
Cdc37l1,-0.181752988444115,0.18827338219496,1
Cdc40,-0.0176822831078793,0.867531866906031,1
Cdc42,0.163845037814407,0.094232792846534,1
Cdc42bpa,-0.223121404040902,0.165251277728433,1
Cdc42bpb,-0.127325190387625,0.332333062843622,1
Cdc42bpg,0.0387894535689202,0.810047686649711,1
Cdc42ep1,0.120634831315247,0.664462258117458,1
Cdc42ep2,-0.0531752750022395,0.865694242389103,1
Cdc42ep3,0.317497847812336,0.178363497539487,1
Cdc42ep4,0.0306215917296567,0.768347157717615,1
Cdc42ep5,0.253418900240306,0.128516560879682,1
Cdc42se1,0.103180530550397,0.337524939590076,1
Cdc42se2,-0.0217438926518178,0.837509114498746,1
Cdc45,0.196277338088779,0.260353138769085,1
Cdc5l,0.0360699540206997,0.730137584744855,1
Cdc6,-0.00667059886756377,0.95758607824781,1
Cdc7,-0.037216128232472,0.811349312251694,1
Cdc73,-0.00867654115005038,0.937402692471919,1
Cdca2,-0.186327755143246,0.0849328273312798,1
Cdca3,-0.0112091327271504,0.923977803957441,1
Cdca4,0.197837636989496,0.0814700552522187,1
Cdca5,0.0953426798867063,0.47831792823878,1
Cdca7,0.179713992152986,0.107678194944204,1
Cdca7l,-0.00949742286207754,0.955005436971026,1
Cdca8,0.127234015149652,0.264256206133549,1
Cdcp1,-0.0658285425219686,0.707003485388387,1
Cdh1,0.0192381272089536,0.906637425633816,1
Cdh10,0.0825634505885306,0.724920785172718,1
Cdh11,0.0455145712862321,0.842660806968019,1
Cdh12,0.316176399651291,0.455687092418961,1
Cdh13,0.1898802907608,0.554080670357044,1
Cdh15,-0.164181356579394,0.584488266943544,1
Cdh17,0.074954532977948,0.937812388322813,1
Cdh18,0.238690552746951,0.5005171447254,1
Cdh19,-0.356775157911768,0.401261039093033,1
Cdh2,-0.274535367365032,0.183260692851965,1
Cdh20,0.938096845873197,0.114692295049048,1
Cdh22,-0.112400049690974,0.882653415260566,1
Cdh23,-0.0147988605304164,1,1
Cdh24,-0.147538785380965,0.378823983813841,1
Cdh26,0.144649167850859,0.807086311936271,1
Cdh3,-0.11587159506028,0.445081497789883,1
Cdh4,-0.552678017414101,0.0148776846283103,1
Cdh5,0.0208881503950624,0.954120697360492,1
Cdh6,-0.558917821485295,0.019833523221613,1
Cdh7,0.00431053468690195,1,1
Cdh8,0.00893397457464132,0.983764132281558,1
Cdh9,-0.00314553350002228,1,1
Cdhr1,-1.50291581887945,0.137931800234383,1
Cdhr4,-0.234065142506832,0.48848925484554,1
Cdip1,0.0850116708161165,0.40008856645915,1
Cdipt,0.0199063405399246,0.859862504463833,1
Cdk1,0.0776253087363229,0.534253401408395,1
Cdk10,0.0778598310207238,0.551859419817315,1
Cdk11b,0.002417075547968,0.98186816831198,1
Cdk12,-0.215137300811255,0.0600181205379803,1
Cdk13,-0.12551943520123,0.307228647824342,1
Cdk14,0.108253928983523,0.449708096875594,1
Cdk15,-0.621421932724683,0.322404087101061,1
Cdk16,0.0551782484093872,0.662595123703367,1
Cdk17,-0.00192176729309161,0.986863738941581,1
Cdk18,-0.185064789821463,0.59253527804083,1
Cdk19,-0.110327065303545,0.284388559258838,1
Cdk2,-0.0124260256191845,0.905132624212809,1
Cdk20,-0.0290734140264678,0.908745714217867,1
Cdk2ap1,0.0957995338982349,0.340862492991433,1
Cdk2ap2,0.230996735614908,0.218150318483796,1
Cdk4,0.123856968330583,0.442219015512487,1
Cdk5,0.0315876524071625,0.816604108030899,1
Cdk5r1,-0.337591151621119,0.172333118068094,1
Cdk5r2,-1.21934187308046,0.102497264361815,1
Cdk5rap1,0.309786102626385,0.1425794716766,1
Cdk5rap2,-0.149818225631054,0.148475618888755,1
Cdk5rap3,0.0993569384755266,0.405069074746229,1
Cdk6,-0.123388384270129,0.452203110759523,1
Cdk7,0.0865456225466095,0.406821575682954,1
Cdk8,-0.0240105582472464,0.838836461644473,1
Cdk9,0.160730625658268,0.132675871669851,1
Cdkal1,-0.0460957905930079,0.789158884525693,1
Cdkl1,0.151590418226444,0.783043029159917,1
Cdkl2,-0.00031123530533556,1,1
Cdkl3,-0.199681341387175,0.321706809881701,1
Cdkl4,-1.28342465199808,0.118269799692444,1
Cdkl5,-0.180211332632418,0.212449918580792,1
Cdkn1a,-0.0104517445389913,0.940883017928423,1
Cdkn1b,-0.0365308142533107,0.779591010438834,1
Cdkn1c,0.38753254481801,0.00420549022145876,1
Cdkn2aip,-0.120248827469159,0.355996022019755,1
Cdkn2aipnl,0.0754712105751885,0.589264720862711,1
Cdkn2b,-0.082711286759196,0.863743431935094,1
Cdkn2c,-0.0586753204420273,0.850787296754665,1
Cdkn2d,-0.0545279357765483,0.797109884761014,1
Cdkn3,0.221068559698607,0.343107390091308,1
Cdnf,0.709604954929361,0.231265959929749,1
Cdo1,0.260507476473726,0.114345666496759,1
Cdon,-0.0973766268334196,0.617605034552427,1
Cdpf1,-0.0116344221697015,0.96407916874853,1
Cdr1,-0.0619754982573693,1,1
Cdr2,-0.0398890177955333,0.829910179862741,1
Cdr2l,-0.216660674185669,0.228148780287261,1
Cds1,0.0101424620020611,0.966332539123958,1
Cds2,-0.162525608595556,0.125192976274459,1
Cdsn,0.221123667054144,0.872889038654478,1
Cdt1,0.134249449277045,0.257583344813386,1
Cdv3,0.0361713203550519,0.739014949507672,1
Cdyl,0.0987415234807293,0.573352356142952,1
Cdyl2,-0.255178949188576,0.321598990064571,1
Ceacam1,0.169871533143463,0.716660218870932,1
Ceacam19,0.448874865252146,0.689061580427122,1
Ceacam2,-0.224113827472715,0.790253340703379,1
Cebpa,0.108629047902167,0.62554191656662,1
Cebpb,0.434383410711734,0.353725823635505,1
Cebpg,-0.00152443423389924,0.990266069417862,1
Cebpz,0.0253600143299926,0.829045471748067,1
Cebpzos,0.27235478008431,0.136642759796592,1
Cecr2,-0.297554217013734,0.0694031619718668,1
Cecr5,-0.146696044462081,0.430840855412438,1
Cecr6,-0.522134300232143,0.107099687706475,1
Cela1,0.328751929495825,0.66603482235576,1
Celf1,-0.0865945144994094,0.394627408224813,1
Celf2,-0.0981168836208579,0.474411737957362,1
Celf3,-0.47799477870865,0.487512032087006,1
Celf4,0.124686531708927,0.505709955760926,1
Celf5,-0.43651677393469,0.217333535548042,1
Celf6,-0.365781575994593,0.586025632247892,1
Celsr1,-0.0815537618820071,0.581443481128468,1
Celsr2,-0.249233277042473,0.0462043653702993,1
Celsr3,-1.12882161284821,0.117931497433751,1
Cemip,0.130045649258162,0.743972900907398,1
Cend1,-0.585051535078202,0.23558661289278,1
Cenpa,-0.00279650827362186,0.983537368395217,1
Cenpb,-0.0173793727061737,0.86696917598554,1
Cenpc1,0.00789509841983198,0.943158188395503,1
Cenpe,-0.285142072786745,0.012372767384506,1
Cenpf,-0.331562890132308,0.00553831426705653,1
Cenph,0.0502361999105301,0.746680706023747,1
Cenpi,-0.035953999547421,0.809060320750503,1
Cenpj,-0.133000343002453,0.375508335459907,1
Cenpk,0.122701441995211,0.51079063640136,1
Cenpl,-0.0647224123473202,0.648031633452643,1
Cenpm,0.124483476135764,0.487245937780122,1
Cenpn,0.0629415165941747,0.686539581536693,1
Cenpo,-0.0531404688780511,0.730200393665826,1
Cenpp,0.036632068366489,0.85940961931311,1
Cenpq,0.162368831466017,0.323148297333066,1
Cenpt,0.0819418440941349,0.587127042067864,1
Cenpu,0.00726117393866554,0.975303328155705,1
Cenpv,0.11849871003999,0.631362915146557,1
Cenpw,0.183766079352165,0.467436006652497,1
Cep104,-0.0863656511814339,0.506433969171707,1
Cep112,-0.232509840497022,0.304579716209675,1
Cep120,-0.118064791392966,0.30951700007679,1
Cep126,-0.465627428650974,0.045699006090897,1
Cep128,-0.128480450235301,0.4338082498253,1
Cep131,-0.100908469481196,0.392684506441513,1
Cep135,-0.0960900394494489,0.511081943013196,1
Cep152,-0.254271301062736,0.0849601424456073,1
Cep162,-0.229623664680246,0.0793221121632181,1
Cep164,-0.0810391545586131,0.542887015347988,1
Cep170,-0.310054834649586,0.0148057968358478,1
Cep170b,-0.108282539300176,0.377918759366153,1
Cep19,0.028539642876073,0.862612764492814,1
Cep192,-0.267576965964533,0.0178983916599263,1
Cep250,-0.178240899494346,0.186194871041333,1
Cep290,-0.211922075041429,0.156882992906575,1
Cep295,-0.330876154221428,0.00304826441584004,1
Cep350,-0.392156570078408,0.00021370088154443,0.417518097317445
Cep41,0.127728201266479,0.396242160923133,1
Cep44,0.0865349282058294,0.636345781243979,1
Cep55,-0.118789087781001,0.461889653335608,1
Cep57,0.0798767850968554,0.515051121105108,1
Cep57l1,0.0636913497857425,0.753120760361829,1
Cep63,-0.100738865914358,0.421140443295602,1
Cep68,-0.0449388930537486,0.664842569673327,1
Cep70,0.0370622819120728,0.840206420527103,1
Cep72,-0.0508485345090042,0.788995087771644,1
Cep76,-0.0461117443455439,0.760858556982432,1
Cep78,0.0686374960476614,0.641066724404807,1
Cep83,-0.0682588935007393,0.552725645736446,1
Cep85,-0.061160881795571,0.698020511650843,1
Cep85l,-0.245133374108414,0.44426843900433,1
Cep89,-0.0963699587818239,0.520897393467348,1
Cep95,-0.133634442312038,0.408398405737227,1
Cep97,0.0420631910165149,0.775337997785264,1
Cept1,-0.0579784040488764,0.662548500974317,1
Cercam,0.138436162948197,0.545055370712578,1
Cerk,-0.0735656950864322,0.568441904492594,1
Cerkl,-0.0105872441223334,1,1
Cers1,-0.166420420603373,0.538000533843071,1
Cers2,-0.0289055233141992,0.802830325734834,1
Cers3,0.160018755208432,0.442362210568086,1
Cers4,-0.14276753917774,0.409434937791949,1
Cers5,-0.0282538298027289,0.830017039476126,1
Cers6,-0.233825092918298,0.0488782354570708,1
Ces1d,-0.0710543283417644,0.842445342743085,1
Ces2b,-1.49380803495489,0.18100499253751,1
Ces2f,-0.944645800090193,0.121001518257416,1
Ces2g,-0.51210442421036,0.365645104862522,1
Cetn2,0.104543523574774,0.495514124623694,1
Cetn3,0.104048452174762,0.317425481875795,1
Cetn4,-0.0433432581952128,0.909097354886218,1
Cfap100,0.00762747793399782,1,1
Cfap126,-0.279990624912306,0.589668418827389,1
Cfap157,0.694064836440638,0.141695703017768,1
Cfap20,0.158984776906115,0.24012294605548,1
Cfap206,0.928574330639433,0.290519100148041,1
Cfap36,0.0687798841341601,0.566488432209669,1
Cfap43,0.0178159966631235,0.898597618798721,1
Cfap44,0.0852605529160245,0.921208432728813,1
Cfap45,-0.0747561746710007,0.83587838374981,1
Cfap46,-0.583104310230106,0.293948912548352,1
Cfap52,-0.147182893866633,0.868012954926186,1
Cfap53,-0.113052231414148,0.949970303762295,1
Cfap54,0.500469237180775,0.489139203761143,1
Cfap57,0.441326959624335,0.558046136507946,1
Cfap61,0.383153290787904,0.619885699366797,1
Cfap69,-0.0231570913752364,0.963709162910753,1
Cfap70,0.126308720678201,0.812077699541742,1
Cfap74,0.483279212599476,0.195640773918238,1
Cfap77,-0.114417369454012,0.846801774848153,1
Cfap97,0.105172189101921,0.355297636063762,1
Cfb,0.00313203209290986,1,1
Cfc1,-0.452847999057995,0.486760662786459,1
Cfdp1,0.0766873292376648,0.489350802285506,1
Cfh,0.370376876772353,0.437290925318094,1
Cfi,-0.290581147135378,0.646167931872852,1
Cfl1,0.124711144178094,0.271833677501816,1
Cfl2,0.106885767530643,0.376832454927557,1
Cflar,0.0260384955215723,0.83992156043179,1
Cfp,-0.0388356147306181,0.901557086362989,1
Cftr,0.298234349489951,0.334963177829322,1
Cggbp1,0.129615195816776,0.198650947004083,1
Cgn,-0.0750369764115395,0.750781724835069,1
Cgnl1,-0.0906750287543276,0.532511653070756,1
Cgref1,-0.544924328076445,0.307669500775715,1
Cgrrf1,-0.220735197458361,0.424801248982283,1
Ch25h,0.0462656815883516,0.957369879076113,1
Chac1,-0.616189336290086,0.3203850978605,1
Chac2,0.0494785536608207,0.855184946095457,1
Chad,0.578377334656261,0.261441914601634,1
Chadl,0.175561284525148,0.60390742814881,1
Chaf1a,0.0204888271023282,0.847773950946399,1
Chaf1b,0.131012288534558,0.296220555637234,1
Champ1,-0.0201512004936356,0.860612791608368,1
Chchd1,0.222020726056749,0.341119609416727,1
Chchd10,0.236330501715932,0.42742297981913,1
Chchd2,0.152451903479284,0.183470761718454,1
Chchd3,0.0931853998564551,0.461178524678385,1
Chchd4,0.210686978223364,0.269875266380439,1
Chchd5,0.12088074078695,0.517697528880659,1
Chchd6,0.339070093500026,0.0494524679352958,1
Chchd7,0.144886971441247,0.407565971201803,1
Chd1,-0.092145841848788,0.351478568091946,1
Chd1l,-0.0146081762463296,0.916291916511873,1
Chd2,-0.14284068197941,0.165808336836347,1
Chd3,-0.135391517473606,0.274251749216086,1
Chd3os,0.140218980577545,0.347346466994783,1
Chd4,-0.126151588775351,0.273425611281589,1
Chd5,-0.97821693368174,0.0673037363577047,1
Chd6,-0.349818190092135,0.00415368382174154,1
Chd7,-0.284687915676439,0.100332659741056,1
Chd8,-0.150701929089624,0.135713742110515,1
Chd9,-0.258327748447259,0.0255344044806477,1
Chdh,0.143896544706086,0.846676684568372,1
Chek1,0.00198356315087908,0.991138983634131,1
Chek2,0.0018262834079632,0.996462047559136,1
Cherp,-0.001883880488103,0.987707303390527,1
Chfr,-0.024557479092093,0.863283712124754,1
Chga,-1.53509322699657,0.0516192144572711,1
Chgb,-0.892523271244755,0.188874906961607,1
Chic1,-0.244821885380817,0.154008835238977,1
Chic2,-0.0976524184737034,0.456848463566582,1
Chid1,0.182714616715374,0.216554719300294,1
Chil1,0.757889834158188,0.327159905367136,1
Chka,-0.230135428404253,0.103067901159103,1
Chkb,0.0214447772554283,0.908001028389863,1
Chl1,-0.639026850733207,0.0253855287473659,1
Chm,-0.148763041258069,0.206699369740428,1
Chml,-0.00787378348371014,0.957626855053758,1
Chmp1a,0.157033164932004,0.188874999329601,1
Chmp2a,0.203539688962303,0.0817261010938327,1
Chmp2b,0.221889665017241,0.0280566763165476,1
Chmp3,0.059503616248031,0.577779376133976,1
Chmp4b,0.122325557180203,0.228171415228954,1
Chmp4c,-0.381614023761134,0.156948809663205,1
Chmp5,0.196990154755064,0.141735322315723,1
Chmp6,0.175639488538092,0.177289864490597,1
Chmp7,0.0786249481991389,0.528531769739415,1
Chn1,-0.0506443453022853,0.778748141249084,1
Chn2,-0.135976468638642,0.573580832855548,1
Chodl,0.187213071746939,0.385814253745416,1
Chordc1,-0.0646260645544235,0.647990075812758,1
Chp1,0.104899591885306,0.306881136900962,1
Chp2,-0.610459969762045,0.362403971017653,1
Chpf,0.047547390058031,0.797319915147813,1
Chpf2,-0.142164353430573,0.352859390927583,1
Chpt1,-0.030173312838696,0.846169513955729,1
Chrac1,0.0792294181651042,0.574494330811996,1
Chrd,-0.304475724416207,0.380035749476193,1
Chrdl1,-0.225677594930036,0.425497364452499,1
Chrdl2,-0.388664684583854,0.511474940740871,1
Chrm1,0.316853858954262,0.465349567998129,1
Chrm2,-0.137178111819583,0.719525437784156,1
Chrm3,-0.43656056447037,0.351540223143992,1
Chrm4,-1.10324299906304,0.129954503190697,1
Chrna1,-0.130491609426909,0.741783963069587,1
Chrna3,-0.648453813594494,0.383455309642672,1
Chrna4,-0.47159060635276,0.300812186353204,1
Chrna5,-0.192664880731303,0.736329122908802,1
Chrna7,0.0668735294558382,0.907836994958251,1
Chrnb1,-0.228090798842331,0.620242012081909,1
Chrnb2,-0.966496575701975,0.190874096988915,1
Chrnb4,-0.491433447840343,0.447804127402698,1
Chrnd,-0.342281729092739,0.479836564368409,1
Chrng,-0.501614974102972,0.362929699549931,1
Chst1,0.330698535125553,0.379713234831849,1
Chst10,0.0399848596680353,0.812747389006882,1
Chst11,-0.256900757163639,0.0385411446599912,1
Chst12,0.0723238237826078,0.760588058082681,1
Chst14,-0.0249030771237684,0.875533636501841,1
Chst15,-0.125277934557224,0.375214130128417,1
Chst2,-0.02979713433291,0.887717375135992,1
Chst3,-0.226441898928515,0.208493566851294,1
Chst5,-0.196901314532076,0.627424984357269,1
Chst7,0.281989314419665,0.495989427427112,1
Chst8,-1.04988586586643,0.1191140681405,1
Chst9,1.10680847643793,0.0914794323145971,1
Chsy1,-0.0341616438053253,0.801460981166866,1
Chsy3,-0.00605473346931125,0.994271726476174,1
Chtf18,0.0901877872298542,0.521459106691645,1
Chtf8,0.0356255246937293,0.753326005941543,1
Chtop,0.116999989333691,0.226904540278863,1
Chuk,-0.159999451170162,0.162230420275876,1
Churc1,0.204862646827668,0.245326782009878,1
Ciao1,0.0481051138979545,0.693218178326968,1
Ciapin1,0.100342217848901,0.528395803865775,1
Ciart,-0.383038729702138,0.252659101078083,1
Cib1,0.197308983768717,0.292607995075608,1
Cib2,0.301160201321439,0.0649803590631061,1
Cic,-0.198025312402464,0.140922239033633,1
Cidea,-0.187822746996314,0.745375522800478,1
Cideb,0.807898550477739,0.233789614325023,1
Ciita,0.496145658414825,0.502828697843882,1
Cilp,-0.679443848826382,0.0590628618560855,1
Cilp2,0.550228326909058,0.20072633765187,1
Cinp,0.314945098090906,0.055710031094214,1
Cipc,-0.000765773093236,0.995638128629977,1
Cir1,-0.0284191225712842,0.793438725446506,1
Cirbp,0.145484362379101,0.433894897800379,1
Cirh1a,0.0539084910797138,0.664815118574776,1
Cisd1,0.0888182519457172,0.69360217644749,1
Cisd2,-0.04985161823835,0.721132198394867,1
Cisd3,0.362413696464361,0.345029239761265,1
Cish,0.0426562564602603,0.860393388285447,1
Cit,-0.315814087700702,0.0560537844827285,1
Cited1,-0.166994783382293,0.640123455435735,1
Cited2,0.101981347949721,0.395623742500753,1
Cited4,0.205154454003811,0.822803788804006,1
Ciz1,-0.0202930239723868,0.88157488680555,1
Ckap2,0.0139497269929424,0.908889599889762,1
Ckap2l,-0.0472606520349321,0.703131446415884,1
Ckap4,-0.0159648548305467,0.922434763915306,1
Ckap5,-0.18495172991583,0.0746773521896377,1
Ckb,-0.544735958092639,0.197442229094048,1
Cklf,-0.293389238405456,0.234277806161037,1
Ckm,-0.808514405351621,0.194900580486772,1
Ckmt1,-0.378033934641325,0.23602120545654,1
Cks1b,0.160824084047927,0.29592284046374,1
Cks2,0.125109605059021,0.480387857016421,1
Clasp1,-0.165078821098799,0.160606640189423,1
Clasp2,-0.245701569202104,0.0503118956630835,1
Clasrp,-0.0675742917186113,0.677787872392746,1
Clca2,-0.0775560699504887,0.89380964007319,1
Clca3a1,-0.519487684534767,0.602146348016419,1
Clca4a,-0.182881073004914,0.785236039150226,1
Clcc1,-0.00797186753047877,0.950741331605699,1
Clcf1,-0.19301265189744,0.466446525282486,1
Clcn1,-0.444808412760505,0.426736743035309,1
Clcn2,-0.0974058163665672,0.583005605364832,1
Clcn3,-0.16970341552423,0.23712844028455,1
Clcn4,-0.122103350972995,0.280260269088786,1
Clcn5,-0.266212222179595,0.205381150911362,1
Clcn6,-0.303320656803403,0.0669380801148506,1
Clcn7,-0.0622402820632099,0.675076537313586,1
Clcnka,0.689855207958228,0.540352529139172,1
Cldn1,0.0114778035349862,0.940425841191221,1
Cldn10,0.0261039339127172,0.927467433798906,1
Cldn11,-0.0634031863808094,0.800553924631611,1
Cldn12,0.17543825408057,0.1712229751719,1
Cldn13,-0.489373330057181,0.698539466493801,1
Cldn15,0.50977301944212,0.668883060406813,1
Cldn20,-0.77818566188359,0.227893248158583,1
Cldn22,-0.177570101872986,0.861725948902832,1
Cldn23,0.152568424804216,0.655883418401931,1
Cldn3,0.213104863508013,0.476988130785921,1
Cldn34c1,-0.165064125101186,0.409361521701058,1
Cldn34c2,-0.45429890704778,0.268753446734016,1
Cldn4,0.132243876095215,0.543957581597093,1
Cldn5,0.186310920223874,0.427126377608311,1
Cldn6,0.0742513230649905,0.78470375774981,1
Cldn7,0.00750990426271684,0.9795021884894,1
Cldn8,0.279673768028907,0.285190813709501,1
Cldn9,-0.0775467683467073,0.879578999373297,1
Cldnd1,0.0836295294009029,0.454771790911524,1
Clec11a,0.865594059335004,0.0922945816703248,1
Clec12a,0.154997085052058,0.758363865548458,1
Clec14a,0.298466575217587,0.311268119986263,1
Clec16a,0.00434006682243933,0.985318005946817,1
Clec1a,-0.403260831240881,0.404255195042243,1
Clec1b,-0.45846340343369,0.434054433223034,1
Clec2d,-0.0715895356519449,0.877241215549456,1
Clec2l,0.0716340292159049,0.828781770183568,1
Clec3b,-1.96755323552571,0.024563305180523,1
Clec4a1,-0.229102290829101,0.762591515589793,1
Clec4a2,0.937156657664001,0.0787902066069491,1
Clec4a3,0.706134141796853,0.382428799547333,1
Clec4n,0.223093430411986,0.752556532905798,1
Clec5a,6.448487905252e-05,1,1
Clec9a,0.179966739396287,0.878739685329391,1
Clgn,-1.11588607018313,0.044500803164133,1
Clic1,0.138151347154234,0.183570104043007,1
Clic3,-0.671679324247651,0.335186431291651,1
Clic4,0.0923529674221687,0.37658236496936,1
Clic5,0.0929951166631704,0.804943469627952,1
Clic6,0.254689699450422,0.228352088033967,1
Clint1,0.0867040191134029,0.467361397572144,1
Clip1,-0.271549119460714,0.013847334831049,1
Clip2,-0.114240375956206,0.338018945681173,1
Clip3,-0.0295397715196991,0.85860023712631,1
Clip4,-0.14868783806653,0.451197351704598,1
Clk1,-0.108409901259992,0.520747528283837,1
Clk2,-0.197447363705893,0.212115659219241,1
Clk3,0.0378796025530943,0.766850859750299,1
Clk4,-0.146026842904856,0.334765112435107,1
Clmn,-0.110558469893623,0.465401772719189,1
Clmp,-0.0534492635731548,0.754857170381752,1
Cln3,-0.00464133637908556,0.987695134069287,1
Cln5,0.232036397671982,0.118235262134082,1
Cln6,-0.016088046608284,0.91306458626448,1
Cln8,-0.108079087769999,0.405898853403187,1
Clnk,0.179525313697743,0.923678318703442,1
Clns1a,0.201943052602257,0.19812058899464,1
Clock,-0.208821527639698,0.110805286479745,1
Clp1,0.0218251294307612,0.892325372123473,1
Clpb,-0.0903431359322764,0.478002647515407,1
Clpp,0.0768994802891008,0.630900557814562,1
Clptm1,-0.0230402869513367,0.843030644537395,1
Clptm1l,0.211046870986802,0.0781628854235098,1
Clpx,0.147560992544542,0.172029335834435,1
Clrn1,0.334718308097296,0.407830026356461,1
Clspn,-0.0912929839275263,0.491563566991927,1
Clstn1,-0.0874864398696019,0.5344533111342,1
Clstn2,-0.289348445049826,0.206330156852791,1
Clstn3,-0.0430727054471852,0.836052833368412,1
Clta,0.138713393182573,0.261763349629952,1
Cltb,0.17388466295639,0.311777007210789,1
Cltc,-0.00872548402369278,0.945200365314064,1
Clu,0.240130714520513,0.344742116613196,1
Cluap1,0.154713322777772,0.247534845431174,1
Cluh,0.0357329763206882,0.727103905616742,1
Clvs1,-1.19763870828632,0.165140427729867,1
Clybl,0.354113412473835,0.0738448365788118,1
Cma1,0.749395534726892,0.543646902773741,1
