gene,logFC,PValue,FDR
A230052G05Rik,0.10500258372933,0.825503734914845,1
A230065H16Rik,-0.96464761203364,0.298666361094821,1
A2m,-0.0400314312521833,0.932413991462279,1
A330017A19Rik,-0.773426269975244,0.128178313504476,1
A3galt2,-0.514299140598063,0.263385347514123,1
A430005L14Rik,0.0781584887754748,0.68718543880112,1
A430033K04Rik,-0.0614807935326335,0.69628843557053,1
A430105I19Rik,0.0335106213675695,0.913799818332423,1
A4galt,1.45964692827826,0.0732285799173705,1
A530084C06Rik,-0.0241452265992057,0.948897748741245,1
A630001G21Rik,-0.225851144109211,0.581446625778392,1
A630033H20Rik,0.521472700739752,0.336005574715804,1
A730015C16Rik,-0.465808527203104,0.413246397741045,1
A730017C20Rik,-0.141887406721966,0.399255575069028,1
A830005F24Rik,0.0983739066807834,0.899991515609574,1
A830010M20Rik,-0.431995169426138,0.0717665027912959,1
A830018L16Rik,-0.219285366488352,0.47249835944511,1
A830080D01Rik,-0.0973436293482615,0.484704992295219,1
A930002H24Rik,-0.278473814216306,0.686228410291832,1
A930004D18Rik,0.193745815508098,0.314790228866286,1
A930011G23Rik,0.170546234944941,0.857522123402435,1
A930033H14Rik,-0.271888527097989,0.418141467657583,1
AA386476,-0.383299472315391,0.433898415694356,1
AA415398,0.0607779558577921,0.856105214035036,1
AA474331,-0.214526217491119,0.236732239861589,1
AA474408,0.278322124448272,0.504923445880831,1
AA986860,0.0885181669958542,0.852898905899759,1
Aaas,0.079513701588436,0.498718311604735,1
Aacs,-0.0314300503184194,0.85408595116412,1
Aadat,0.163471394172384,0.866897883272618,1
Aaed1,-0.0867052890220932,0.630987624336623,1
Aagab,0.019476775925387,0.895410594162581,1
Aak1,-0.112753351607508,0.517437793313082,1
Aamdc,0.190047934168788,0.257544615858091,1
Aamp,0.14986043496621,0.18793288890281,1
Aar2,0.0674949084926802,0.600549082284577,1
Aard,0.0536390872759472,0.891321834865329,1
Aars,0.0191247307782713,0.862301201374208,1
Aars2,-0.157803342957522,0.288114467172361,1
Aarsd1,0.154464693578946,0.264868293747743,1
Aasdh,-0.0474554132393526,0.816204508302858,1
Aasdhppt,-0.0530759160846704,0.713791712108774,1
Aass,0.264631284718861,0.460200803831474,1
Aatf,0.205485327380907,0.111566161426196,1
Aatk,-0.416859221422731,0.120717906288809,1
AB124611,-0.739275939801429,0.155896188918435,1
Abat,-0.0157385827384863,0.902624669569217,1
Abca1,-0.197169993999455,0.224994515585388,1
Abca12,0.198267996550555,0.700771984125231,1
Abca13,0.46935019493868,0.591737747359778,1
Abca2,-0.222233218076386,0.104599700475847,1
Abca3,-0.398942104631892,0.0219192044531879,1
Abca4,-0.348339035035824,0.235106738190415,1
Abca5,-0.132696736649704,0.637802811495454,1
Abca6,-0.291558312283354,0.609051500400874,1
Abca7,-0.314890449544054,0.123310330463585,1
Abca8a,0.1243418574335,0.813345623921865,1
Abca8b,-0.38457907172674,0.242474495954452,1
Abca9,-0.131219719595954,0.736906494758132,1
Abcb10,0.034795468011905,0.778827750535995,1
Abcb1b,-0.315033469568952,0.469287113312902,1
Abcb4,-0.0785156873651437,0.925555154227754,1
Abcb6,-0.0334367697720166,0.861207150648987,1
Abcb7,-0.0557326485208,0.694939670054661,1
Abcb8,0.0767370449844086,0.560152371031027,1
Abcb9,0.0251279105053466,0.975272875406531,1
Abcc1,-0.129859263635305,0.352759598406114,1
Abcc10,-0.166364045019248,0.520704902559458,1
Abcc12,1.04627580581998,0.158288956743273,1
Abcc2,0.589745312072738,0.715722497275452,1
Abcc3,0.0989692887137115,0.801060522066889,1
Abcc4,-0.143211732687933,0.500410293267563,1
Abcc5,-0.303875274209645,0.0628399424258279,1
Abcc6,-0.726377713598125,0.165200714947288,1
Abcc8,-0.082825067847456,0.868776320233231,1
Abcc9,-0.41341846600361,0.367982567296994,1
Abcd1,-0.0505929497155992,0.803094924997291,1
Abcd2,-0.166731681353048,0.619994267463302,1
Abcd3,0.0989128883277134,0.329927195592328,1
Abcd4,-0.0640188310915785,0.772695705760602,1
Abce1,0.00202863168239102,0.987212156356932,1
Abcf1,0.0910594535923457,0.372781668156365,1
Abcf2,0.0139684046653972,0.898179839919468,1
Abcf3,0.0342128529076589,0.771023478636682,1
Abcg1,-0.0838221122564851,0.671619629062286,1
Abcg2,-0.101971573458636,0.451630278363068,1
Abcg3,-0.632889914369327,0.224684107933374,1
Abcg4,-0.164911796694226,0.622686688279963,1
Abcg5,-0.837655222055554,0.202385856908387,1
Abcg8,-1.20074090187733,0.345699685575791,1
Abhd10,0.113823370886854,0.391393727634312,1
Abhd11,0.076872186015403,0.636333656185258,1
Abhd12,0.126598554040785,0.29769348366866,1
Abhd13,-0.0476752850407783,0.670727149612255,1
Abhd14a,0.0939622103910117,0.51864437983585,1
Abhd14b,0.0326059782356718,0.892484286153622,1
Abhd15,0.179294529102672,0.79034751446657,1
Abhd16a,-0.0203046472781374,0.884305073781987,1
Abhd17a,0.0365328283023783,0.800290247474067,1
Abhd17b,0.0254636119189814,0.857455529624932,1
Abhd17c,0.137373061994704,0.224890812536923,1
Abhd18,0.0179965554411861,0.951296551176614,1
Abhd2,-0.151878705284814,0.236386882721075,1
Abhd3,-0.596071171196142,0.234197029287928,1
Abhd4,0.106409151051478,0.411321532278488,1
Abhd5,0.1200919010727,0.37417831518636,1
Abhd6,-0.0533939941273406,0.777590209249575,1
Abhd8,0.0662292423789927,0.617510061785407,1
Abi1,-0.0405898560641183,0.693342780488434,1
Abi2,-0.0585079871457343,0.657696139024621,1
Abi3,0.383582347752328,0.461219673355945,1
Abi3bp,0.0334266198193864,0.91929806946754,1
Abl1,-0.114944004844191,0.342206872395449,1
Abl2,-0.26863237171579,0.0427240574673608,1
Ablim1,-0.0706076374930408,0.642320026438541,1
Ablim2,-0.069480329905701,0.942438141229902,1
Ablim3,-0.209946292998397,0.458068084969062,1
Abr,0.00503723394734709,0.966204141786816,1
Abra,0.260227444535138,0.716357243651615,1
Abracl,0.160354249688144,0.360949254369526,1
Abt1,0.108163802450982,0.468187681080917,1
Abtb1,-0.0995310352336971,0.583312974585717,1
Abtb2,-0.162059137377547,0.364057676840521,1
AC151602.1,7.79001397201543,3.80970461e-09,5.954568315857e-05
AC151602.2,1.01628648273836,0.276397721657263,1
Acaa1a,0.115645809074619,0.322071293349634,1
Acaa1b,0.244502801952401,0.518137498488153,1
Acaa2,0.182037214974797,0.251101870476163,1
Acaca,-0.101966383760624,0.438865428795362,1
Acacb,-0.205240304986884,0.475297308438788,1
Acad10,-0.00646133825809046,0.991199943012291,1
Acad11,-0.0480668149036415,0.761409303919558,1
Acad12,0.260808233887324,0.475978211630589,1
Acad8,0.0983381783533223,0.462368053390718,1
Acad9,0.0781568742064981,0.498001300169692,1
Acadl,0.157003986199588,0.189429722780256,1
Acadm,0.18699126341192,0.163143685200428,1
Acads,0.14093467614271,0.345214686195017,1
Acadsb,-0.0214100082090437,0.838776358559028,1
Acadvl,0.176113323419603,0.135373430373637,1
Acan,-0.0346208377348773,0.956571264977126,1
Acap1,0.301143423273197,0.700799375469555,1
Acap2,-0.1363178646736,0.320554149530634,1
Acap3,-0.0848099532380879,0.654810445139922,1
Acat1,0.101808373144888,0.33541692765063,1
Acat2,0.0377305852851738,0.720214261680677,1
Acat3,-0.0693859922399989,0.68561509327439,1
Acbd3,-0.015135776450172,0.910590594270319,1
Acbd4,0.152828422972047,0.54694231462577,1
Acbd5,-0.0260580494322607,0.830545298129668,1
Acbd6,0.107799219094209,0.384937379261057,1
Accs,-0.0472283423518509,0.801235792587248,1
Acd,0.18563679410701,0.169221289142859,1
Ace,-0.32851929020212,0.697191595033289,1
Ace2,-0.367472864660833,0.659611505416466,1
Acer2,0.304616769725117,0.0695048739515871,1
Acer3,-0.0480176407642735,0.792150481506977,1
Ache,-0.864498454131694,0.0139346436871456,1
Acin1,-0.072902884160014,0.46584753429171,1
Ackr1,-0.352619826449412,0.439165463586046,1
Ackr3,0.0405462441530488,0.765789818776727,1
Ackr4,0.0869190008641274,0.894113214223636,1
Acly,-0.0449733863741152,0.694797154008837,1
Acnat1,-0.0333432289236477,0.949386175918848,1
Aco1,0.0630320666566823,0.549957203203351,1
Aco2,-0.00936327532986235,0.925111284918206,1
Acot1,0.0751832072924041,0.593399553345423,1
Acot11,-0.151937193468398,0.644986016965786,1
Acot13,0.36465419676705,0.0487623746456122,1
Acot2,0.176856775537146,0.397074373735741,1
Acot3,0.477262761947125,0.786925331961387,1
Acot4,-0.666593608829005,0.362794185829276,1
Acot6,0.158013464981788,0.537067757692509,1
Acot7,-0.142113412718029,0.569082522583845,1
Acot8,-0.136291879954778,0.609536795735289,1
Acot9,0.112038597565302,0.419987632985314,1
Acox1,0.0197749051057696,0.857051022404432,1
Acox3,0.047694756122692,0.788778299892356,1
Acoxl,0.612912972023768,0.274770677000235,1
Acp1,-0.134940371843396,0.189599568576303,1
Acp2,-0.00471427830817266,0.975031713138434,1
Acp5,0.670818118548746,0.106916023154017,1
Acp6,0.136867222609482,0.36675649966112,1
Acpp,-0.194296294100631,0.415983206646562,1
Acr,-1.09720889825452,0.0549945710317849,1
Acrbp,-0.0614206288950747,0.840323224878089,1
Acsbg1,-1.33987021310411,0.0369588818839285,1
Acsf2,0.0221228628094757,0.913284466536691,1
Acsf3,0.0541527256435682,0.757721048453403,1
Acsl1,0.159275593228633,0.397825489123017,1
Acsl3,-0.064337383467013,0.518476635017711,1
Acsl4,-0.18033389596117,0.314351163618104,1
Acsl5,0.149394211467104,0.34351280939123,1
Acsl6,0.0592080302903481,0.870189143881019,1
Acsm3,0.0242652154539282,1,1
Acss1,-0.0830143683015844,0.772400128831432,1
Acss2,-0.0730511680052919,0.697593155336633,1
Acss3,-0.413236994751076,0.175004785913069,1
Acta1,0.143264255758026,0.727340962301639,1
Acta2,0.00350331653069533,0.989660199548276,1
Actb,0.113996852643614,0.357179646654801,1
Actc1,-0.0109402427607396,0.973259711408506,1
Actg1,0.142656793339562,0.198692141759562,1
Actg2,0.0890547871114292,0.905463861925318,1
Actl6a,0.0887531493990341,0.518332582648176,1
Actl6b,-2.55994556074525,0.0407175821578304,1
Actn1,-0.0217564478861083,0.878553296020554,1
Actn2,-0.10623261231909,0.857548727640742,1
Actn3,-0.0187067474453799,0.977248472054196,1
Actn4,-0.0195276535345269,0.863441088989354,1
Actr10,0.0677570315504393,0.645099120692317,1
Actr1a,0.0208035064637241,0.852955656669681,1
Actr1b,-0.0392290414751386,0.731436665798575,1
Actr2,-0.0168773357408414,0.867539557629418,1
Actr3,0.135243306227021,0.158470860692318,1
Actr3b,-0.147157665049687,0.732801178424389,1
Actr5,0.0182129890859894,0.93239627231402,1
Actr6,0.120110136815226,0.422956659856369,1
Actr8,0.050352996542164,0.703136870496634,1
Acvr1,0.00664736975360086,0.960845536549158,1
Acvr1b,-0.168280538340029,0.206661924991162,1
Acvr1c,-0.0109870865526438,1,1
Acvr2a,-0.154384319417786,0.182798195533129,1
Acvr2b,-0.435521401695445,0.0879660219500896,1
Acvrl1,-0.0163157038591481,0.955625310053088,1
